"YEAR","COMP","DATE","TEMP","PRECIP","WING","BUCKET","SPECIES","COUNT","SEX","TP","DAY"
1996,"CC","8/28/1996",60,"WET","A","MID","SOCI","1","U",2,19
1996,"CC","8/28/1996",60,"WET","AR","2","SOCI","1","U",2,19
1996,"CC","8/28/1996",60,"WET","AR","2","SOCI","1","U",2,19
1996,"CC","8/28/1996",60,"WET","B","OUT","SOCI","1","U",2,19
1996,"CC","8/28/1996",60,"WET","BR","2","SOCI","1","U",2,19
1996,"CC","8/28/1996",60,"WET","BR","2","SOCI","1","U",2,19
1996,"CC","8/28/1996",60,"WET","BR","2","SOCI","1","U",2,19
1996,"CC","8/28/1996",60,"WET","C","IN","SOCI","1","M",2,19
1996,"42","8/29/1996",58,"DRY","B","OUT","PELE","1","F",2,20
1996,"45","8/29/1996",58,"DRY","AR","2","SOCI","1","U",2,20
1996,"45","8/29/1996",58,"DRY","C","MID","MYGA","1","M",2,20
1996,"45","8/29/1996",58,"DRY","CR","2","SYCO","1","F",2,20
1996,"CC","8/29/1996",58,"DRY","C","IN","SOHO","1","U",2,20
1996,"42","9/10/1996",54,"WET","A","IN","MYGA","1","M",3,21
1996,"42","9/10/1996",54,"WET","A","MID","NAIN","1","F",3,21
1996,"42","9/10/1996",54,"WET","A","MID","NAIN","1","F",3,21
1996,"42","9/10/1996",54,"WET","A","OUT","SOCI","1","U",3,21
1996,"42","9/10/1996",54,"WET","AR","2","NAIN","1","F",3,21
1996,"42","9/10/1996",54,"WET","AR","2","SOCI","1","U",3,21
1996,"42","9/10/1996",54,"WET","AR","2","SOCI","1","U",3,21
1996,"42","9/10/1996",54,"WET","B","IN","SOHO","1","U",3,21
1996,"42","9/10/1996",54,"WET","BR","1","MYGA","1","F",3,21
1996,"42","9/10/1996",54,"WET","BR","2","NAIN","1","F",3,21
1996,"42","9/10/1996",54,"WET","C","MID","NAIN","1","U",3,21
1996,"42","9/10/1996",54,"WET","C","MID","NAIN","1","M",3,21
1996,"42","9/10/1996",54,"WET","C","OUT","NAIN","1","F",3,21
1996,"42","9/10/1996",54,"WET","CR","2","BLBR","1","M",3,21
1996,"45","9/10/1996",54,"WET","A","MID","BLBR","1","U",3,21
1996,"45","9/10/1996",54,"WET","A","MID","SOCI","1","U",3,21
1996,"45","9/10/1996",54,"WET","A","MID","SOCI","1","U",3,21
1996,"45","9/10/1996",54,"WET","A","MID","SOCI","1","U",3,21
1996,"45","9/10/1996",54,"WET","A","OUT","NAIN","1","F",3,21
1996,"45","9/10/1996",54,"WET","B","IN","SOCI","1","U",3,21
1996,"45","9/10/1996",54,"WET","B","MID","BLBR","1","U",3,21
1996,"45","9/10/1996",54,"WET","B","MID","SOHO","1","U",3,21
1996,"45","9/10/1996",54,"WET","C","IN","NAIN","1","F",3,21
1996,"45","9/10/1996",54,"WET","C","IN","SOCI","1","U",3,21
1996,"45","9/10/1996",54,"WET","C","IN","SOCI","1","U",3,21
1996,"45","9/10/1996",54,"WET","C","MID","NAIN","1","M",3,21
1996,"45","9/10/1996",54,"WET","C","MID","SOCI","1","M",3,21
1996,"45","9/10/1996",54,"WET","C","OUT","MYGA","1","F",3,21
1996,"45","9/10/1996",54,"WET","CR","1","BLBR","1","M",3,21
1996,"45","9/10/1996",54,"WET","CR","2","BLBR","1","U",3,21
1996,"45","9/10/1996",54,"WET","CR","2","SOCI","1","U",3,21
1996,"45","9/10/1996",54,"WET","CR","2","SOCI","1","U",3,21
1996,"45","9/10/1996",54,"WET","CR","2","SOFU","1","U",3,21
1996,"45","9/10/1996",54,"WET","Z","CTR","PEMA","1","M",3,21
1996,"5&6","9/10/1996",54,"WET","A","IN","SOCI","1","U",3,21
1996,"5&6","9/10/1996",54,"WET","A","MID","NAIN","1","F",3,21
1996,"5&6","9/10/1996",54,"WET","A","MID","SOCI","1","U",3,21
1996,"5&6","9/10/1996",54,"WET","A","MID","SOCI","1","U",3,21
1996,"5&6","9/10/1996",54,"WET","A","OUT","NAIN","1","F",3,21
1996,"5&6","9/10/1996",54,"WET","A","OUT","NAIN","1","M",3,21
1996,"5&6","9/10/1996",54,"WET","A","OUT","SOFU","1","U",3,21
1996,"5&6","9/10/1996",54,"WET","AR","1","SOCI","1","U",3,21
1996,"5&6","9/10/1996",54,"WET","AR","2","NAIN","1","M",3,21
1996,"5&6","9/10/1996",54,"WET","AR","2","SOCI","1","U",3,21
1996,"5&6","9/10/1996",54,"WET","B","MID","MIPE","1","M",3,21
1996,"5&6","9/10/1996",54,"WET","B","MID","NAIN","1","M",3,21
1996,"5&6","9/10/1996",54,"WET","BR","1","MYGA","1","M",3,21
1996,"5&6","9/10/1996",54,"WET","BR","1","SOCI","1","U",3,21
1996,"5&6","9/10/1996",54,"WET","C","MID","SYCO","1","M",3,21
1996,"5&6","9/10/1996",54,"WET","C","OUT","NAIN","1","M",3,21
1996,"5&6","9/10/1996",54,"WET","CR","2","NAIN","1","F",3,21
1996,"5&6","9/10/1996",54,"WET","Z","CTR","SOCI","1","U",3,21
1996,"CC","9/10/1996",54,"WET","A","IN","BLBR","1","M",3,21
1996,"CC","9/10/1996",54,"WET","A","OUT","NAIN","1","F",3,21
1996,"CC","9/10/1996",54,"WET","A","OUT","NAIN","1","M",3,21
1996,"CC","9/10/1996",54,"WET","AR","1","SOCI","1","U",3,21
1996,"CC","9/10/1996",54,"WET","AR","1","SOCI","1","U",3,21
1996,"CC","9/10/1996",54,"WET","AR","1","SOCI","1","F",3,21
1996,"CC","9/10/1996",54,"WET","AR","2","SOCI","1","U",3,21
1996,"CC","9/10/1996",54,"WET","AR","2","SOCI","1","U",3,21
1996,"CC","9/10/1996",54,"WET","B","OUT","NAIN","1","F",3,21
1996,"CC","9/10/1996",54,"WET","BR","1","NAIN","1","M",3,21
1996,"CC","9/10/1996",54,"WET","C","OUT","NAIN","1","M",3,21
1996,"42","9/11/1996",61,"DRY","A","MID","PELE","1","M",3,22
1996,"42","9/11/1996",61,"DRY","A","MID","SOCI","1","M",3,22
1996,"42","9/11/1996",61,"DRY","B","OUT","BLBR","1","U",3,22
1996,"42","9/11/1996",61,"DRY","C","IN","SOCI","1","U",3,22
1996,"42","9/11/1996",61,"DRY","CR","2","NAIN","1","M",3,22
1996,"42","9/11/1996",61,"DRY","Z","CTR","SOCI","1","U",3,22
1996,"45","9/11/1996",61,"DRY","A","MID","NAIN","1","F",3,22
1996,"45","9/11/1996",61,"DRY","AR","2","SOCI","1","U",3,22
1996,"5&6","9/11/1996",61,"DRY","A","IN","NAIN","1","M",3,22
1996,"5&6","9/11/1996",61,"DRY","A","OUT","NAIN","1","M",3,22
1996,"5&6","9/11/1996",61,"DRY","AR","2","NAIN","1","M",3,22
1996,"5&6","9/11/1996",61,"DRY","BR","1","NAIN","1","M",3,22
1996,"5&6","9/11/1996",61,"DRY","C","OUT","NAIN","1","M",3,22
1996,"CC","9/11/1996",61,"DRY","A","MID","NAIN","1","M",3,22
1996,"CC","9/11/1996",61,"DRY","A","MID","SOCI","1","U",3,22
1996,"CC","9/11/1996",61,"DRY","B","IN","NAIN","1","F",3,22
1996,"CC","9/11/1996",61,"DRY","B","OUT","SOFU","1","U",3,22
1996,"CC","9/11/1996",61,"DRY","C","IN","NAIN","1","M",3,22
1996,"42","9/12/1996",54,"DRY","AR","2","NAIN","1","M",3,23
1996,"42","9/12/1996",54,"DRY","B","IN","SOCI","1","U",3,23
1996,"42","9/12/1996",54,"DRY","B","MID","NAIN","1","F",3,23
1996,"42","9/12/1996",54,"DRY","BR","1","SOCI","1","U",3,23
1996,"42","9/12/1996",54,"DRY","C","IN","NAIN","1","U",3,23
1996,"45","9/12/1996",54,"DRY","BR","2","NAIN","1","F",3,23
1996,"5&6","9/12/1996",54,"DRY","AR","1","NAIN","1","F",3,23
1996,"5&6","9/12/1996",54,"DRY","B","IN","NAIN","1","F",3,23
1996,"5&6","9/12/1996",54,"DRY","B","MID","SOCI","1","U",3,23
1996,"5&6","9/12/1996",54,"DRY","BR","1","NAIN","1","F",3,23
1996,"5&6","9/12/1996",54,"DRY","CR","2","SOCI","1","U",3,23
1996,"CC","9/12/1996",54,"DRY","A","MID","SOHO","1","U",3,23
1996,"CC","9/12/1996",54,"DRY","A","OUT","NAIN","1","M",3,23
1996,"CC","9/12/1996",54,"DRY","AR","2","NAIN","1","F",3,23
1996,"CC","9/12/1996",54,"DRY","B","MID","NAIN","1","M",3,23
1996,"CC","9/12/1996",54,"DRY","BR","1","NAIN","1","F",3,23
1996,"CC","9/12/1996",54,"DRY","C","OUT","NAIN","1","M",3,23
1996,"42","9/13/1996",54,"WET","A","IN","BLBR","1","M",3,24
1996,"42","9/13/1996",54,"WET","A","MID","SOCI","1","U",3,24
1996,"42","9/13/1996",54,"WET","B","MID","NAIN","1","F",3,24
1996,"42","9/13/1996",54,"WET","BR","2","SOCI","1","U",3,24
1996,"42","9/13/1996",54,"WET","C","MID","NAIN","1","M",3,24
1996,"42","9/13/1996",54,"WET","C","OUT","NAIN","1","F",3,24
1996,"42","9/13/1996",54,"WET","CR","1","NAIN","1","F",3,24
1996,"42","9/13/1996",54,"WET","CR","1","SOCI","1","U",3,24
1996,"42","9/13/1996",54,"WET","CR","2","SOCI","1","U",3,24
1996,"45","9/13/1996",54,"WET","A","IN","SOCI","1","U",3,24
1996,"45","9/13/1996",54,"WET","A","MID","SOCI","1","U",3,24
1996,"45","9/13/1996",54,"WET","A","OUT","BLBR","1","F",3,24
1996,"45","9/13/1996",54,"WET","AR","1","SOCI","1","U",3,24
1996,"45","9/13/1996",54,"WET","AR","1","SOFU","1","U",3,24
1996,"45","9/13/1996",54,"WET","AR","2","SOCI","1","U",3,24
1996,"45","9/13/1996",54,"WET","B","MID","SOHO","1","U",3,24
1996,"45","9/13/1996",54,"WET","B","OUT","SOHO","1","U",3,24
1996,"45","9/13/1996",54,"WET","B","OUT","SOCI","1","U",3,24
1996,"45","9/13/1996",54,"WET","BR","1","BLBR","1","U",3,24
1996,"45","9/13/1996",54,"WET","BR","2","MYGA","1","M",3,24
1996,"45","9/13/1996",54,"WET","BR","2","SOCI","1","U",3,24
1996,"45","9/13/1996",54,"WET","C","IN","NAIN","1","M",3,24
1996,"45","9/13/1996",54,"WET","C","IN","SOCI","1","U",3,24
1996,"45","9/13/1996",54,"WET","C","MID","NAIN","1","M",3,24
1996,"45","9/13/1996",54,"WET","C","MID","SOCI","1","U",3,24
1996,"45","9/13/1996",54,"WET","C","MID","SOCI","1","U",3,24
1996,"45","9/13/1996",54,"WET","C","OUT","BLBR","1","M",3,24
1996,"45","9/13/1996",54,"WET","CR","2","NAIN","1","M",3,24
1996,"45","9/13/1996",54,"WET","CR","2","SOCI","1","U",3,24
1996,"45","9/13/1996",54,"WET","CR","2","SOCI","1","U",3,24
1996,"45","9/13/1996",54,"WET","Z","CTR","SOCI","1","U",3,24
1996,"45","9/13/1996",54,"WET","Z","CTR","SOCI","1","U",3,24
1996,"5&6","9/13/1996",54,"WET","A","IN","MIPE","1","F",3,24
1996,"5&6","9/13/1996",54,"WET","A","MID","SOCI","1","U",3,24
1996,"5&6","9/13/1996",54,"WET","A","OUT","NAIN","1","F",3,24
1996,"5&6","9/13/1996",54,"WET","A","OUT","NAIN","1","F",3,24
1996,"5&6","9/13/1996",54,"WET","AR","1","NAIN","1","F",3,24
1996,"5&6","9/13/1996",54,"WET","AR","1","NAIN","1","M",3,24
1996,"5&6","9/13/1996",54,"WET","AR","2","SOCI","1","U",3,24
1996,"5&6","9/13/1996",54,"WET","AR","2","SOCI","1","F",3,24
1996,"5&6","9/13/1996",54,"WET","B","OUT","MIPE","1","M",3,24
1996,"5&6","9/13/1996",54,"WET","C","OUT","BLBR","1","U",3,24
1996,"5&6","9/13/1996",54,"WET","CR","1","BLBR","1","F",3,24
1996,"5&6","9/13/1996",54,"WET","CR","2","NAIN","1","F",3,24
1996,"5&6","9/13/1996",54,"WET","CR","2","NAIN","1","M",3,24
1996,"CC","9/13/1996",54,"WET","A","IN","NAIN","1","M",3,24
1996,"CC","9/13/1996",54,"WET","A","MID","SOCI","1","F",3,24
1996,"CC","9/13/1996",54,"WET","A","OUT","NAIN","1","F",3,24
1996,"CC","9/13/1996",54,"WET","AR","2","MYGA","1","F",3,24
1996,"CC","9/13/1996",54,"WET","AR","2","SOCI","1","U",3,24
1996,"CC","9/13/1996",54,"WET","B","IN","NAIN","1","M",3,24
1996,"CC","9/13/1996",54,"WET","C","MID","NAIN","1","M",3,24
1996,"CC","9/13/1996",54,"WET","C","OUT","NAIN","1","M",3,24
1996,"CC","9/13/1996",54,"WET","CR","2","SOCI","1","M",3,24
1996,"CC","9/13/1996",54,"WET","Z","CTR","NAIN","1","M",3,24
1996,"42","9/14/1996",52,"WET","A","MID","NAIN","1","F",3,25
1996,"42","9/14/1996",52,"WET","BR","1","NAIN","1","M",3,25
1996,"42","9/14/1996",52,"WET","BR","2","NAIN","1","F",3,25
1996,"45","9/14/1996",52,"WET","A","IN","NAIN","1","F",3,25
1996,"45","9/14/1996",52,"WET","A","MID","PELE","1","M",3,25
1996,"45","9/14/1996",52,"WET","AR","2","SOCI","1","U",3,25
1996,"45","9/14/1996",52,"WET","B","MID","SOCI","1","U",3,25
1996,"45","9/14/1996",52,"WET","B","MID","SOCI","1","U",3,25
1996,"45","9/14/1996",52,"WET","BR","2","BLBR","1","U",3,25
1996,"45","9/14/1996",52,"WET","C","IN","NAIN","1","F",3,25
1996,"45","9/14/1996",52,"WET","CR","2","SOCI","1","U",3,25
1996,"45","9/14/1996",52,"WET","CR","2","SOCI","1","U",3,25
1996,"5&6","9/14/1996",52,"WET","A","MID","NAIN","1","M",3,25
1996,"5&6","9/14/1996",52,"WET","A","OUT","NAIN","1","M",3,25
1996,"5&6","9/14/1996",52,"WET","AR","1","NAIN","1","F",3,25
1996,"5&6","9/14/1996",52,"WET","B","MID","BLBR","1","U",3,25
1996,"5&6","9/14/1996",52,"WET","B","MID","SOHO","1","F",3,25
1996,"5&6","9/14/1996",52,"WET","BR","1","NAIN","1","M",3,25
1996,"5&6","9/14/1996",52,"WET","BR","2","SOCI","1","U",3,25
1996,"5&6","9/14/1996",52,"WET","Z","CTR","SOCI","1","U",3,25
1996,"CC","9/14/1996",52,"WET","A","IN","SOCI","1","U",3,25
1996,"CC","9/14/1996",52,"WET","A","MID","MYGA","1","M",3,25
1996,"CC","9/14/1996",52,"WET","A","OUT","NAIN","1","F",3,25
1996,"CC","9/14/1996",52,"WET","AR","1","MYGA","1","M",3,25
1996,"CC","9/14/1996",52,"WET","AR","1","SOCI","1","U",3,25
1996,"CC","9/14/1996",52,"WET","AR","2","SOCI","1","U",3,25
1996,"CC","9/14/1996",52,"WET","BR","1","NAIN","1","M",3,25
1996,"CC","9/14/1996",52,"WET","BR","2","SOCI","1","U",3,25
1996,"CC","9/14/1996",52,"WET","C","MID","NAIN","1","F",3,25
1996,"CC","9/14/1996",52,"WET","C","OUT","NAIN","1","M",3,25
1996,"CC","9/14/1996",52,"WET","CR","1","NAIN","1","F",3,25
1996,"CC","9/14/1996",52,"WET","CR","2","SOCI","1","U",3,25
1996,"CC","9/14/1996",52,"WET","CR","2","SOCI","1","U",3,25
1996,"42","9/15/1996",50,"DRY","AR","2","NAIN","1","U",3,26
1996,"42","9/15/1996",50,"DRY","CR","1","MYGA","1","M",3,26
1996,"42","9/15/1996",50,"DRY","CR","1","MYGA","1","M",3,26
1996,"42","9/15/1996",50,"DRY","Z","CTR","SOCI","1","U",3,26
1996,"45","9/15/1996",50,"DRY","B","OUT","SOFU","1","F",3,26
1996,"45","9/15/1996",50,"DRY","C","IN","NAIN","1","F",3,26
1996,"45","9/15/1996",50,"DRY","C","MID","MYGA","1","F",3,26
1996,"45","9/15/1996",50,"DRY","CR","2","SOCI","1","U",3,26
1996,"5&6","9/15/1996",50,"DRY","B","OUT","SOCI","1","U",3,26
1996,"5&6","9/15/1996",50,"DRY","CR","1","SOHO","1","U",3,26
1996,"CC","9/15/1996",50,"DRY","C","MID","NAIN","1","F",3,26
1996,"CC","9/15/1996",50,"DRY","C","OUT","NAIN","1","M",3,26
1996,"CC","9/15/1996",50,"DRY","CR","2","NAIN","1","M",3,26
1996,"45","9/16/1996",47,"WET","C","MID","SOCI","1","U",3,27
1996,"45","9/16/1996",47,"WET","CR","2","SOCI","1","U",3,27
1996,"5&6","9/16/1996",47,"WET","B","MID","SOCI","1","U",3,27
1996,"5&6","9/16/1996",47,"WET","B","MID","SOCI","1","F",3,27
1996,"CC","9/16/1996",47,"WET","A","OUT","SOCI","1","M",3,27
1996,"CC","9/16/1996",47,"WET","AR","1","SOCI","1","U",3,27
1996,"CC","9/16/1996",47,"WET","CR","2","PELE","1","M",3,27
1996,"42","9/17/1996",48,"WET","CR","1","NAIN","1","M",3,28
1996,"45","9/17/1996",48,"WET","A","OUT","BLBR","1","U",3,28
1996,"45","9/17/1996",48,"WET","BR","1","BLBR","1","U",3,28
1996,"45","9/17/1996",48,"WET","BR","1","SOCI","1","U",3,28
1996,"45","9/17/1996",48,"WET","C","MID","NAIN","1","F",3,28
1996,"45","9/17/1996",48,"WET","C","MID","SOCI","1","U",3,28
1996,"5&6","9/17/1996",48,"WET","A","MID","SOCI","1","U",3,28
1996,"5&6","9/17/1996",48,"WET","AR","1","SOHO","1","U",3,28
1996,"5&6","9/17/1996",48,"WET","AR","1","SOCI","1","U",3,28
1996,"5&6","9/17/1996",48,"WET","C","OUT","SOHO","1","U",3,28
1996,"5&6","9/17/1996",48,"WET","C","OUT","SOCI","1","U",3,28
1996,"5&6","9/17/1996",48,"WET","CR","1","BLBR","1","U",3,28
1996,"5&6","9/17/1996",48,"WET","CR","1","SOCI","1","U",3,28
1996,"CC","9/17/1996",48,"WET","A","OUT","SOCI","1","U",3,28
1996,"CC","9/17/1996",48,"WET","C","OUT","SOCI","1","U",3,28
1996,"CC","9/17/1996",48,"WET","CR","2","SOFU","1","U",3,28
1996,"42","9/18/1996",52,"WET","A","IN","SOCI","1","U",3,29
1996,"42","9/18/1996",52,"WET","A","MID","BLBR","1","U",3,29
1996,"42","9/18/1996",52,"WET","A","OUT","SOHO","1","M",3,29
1996,"42","9/18/1996",52,"WET","AR","2","SOCI","1","U",3,29
1996,"42","9/18/1996",52,"WET","BR","2","BLBR","1","U",3,29
1996,"42","9/18/1996",52,"WET","C","IN","SOCI","1","U",3,29
1996,"45","9/18/1996",52,"WET","A","IN","SOHO","1","F",3,29
1996,"45","9/18/1996",52,"WET","A","MID","SOCI","1","U",3,29
1996,"45","9/18/1996",52,"WET","A","OUT","COCR","1","M",3,29
1996,"45","9/18/1996",52,"WET","AR","2","BLBR","1","U",3,29
1996,"45","9/18/1996",52,"WET","BR","2","SOCI","1","U",3,29
1996,"45","9/18/1996",52,"WET","C","MID","NAIN","1","F",3,29
1996,"45","9/18/1996",52,"WET","CR","1","SOCI","1","U",3,29
1996,"5&6","9/18/1996",52,"WET","A","MID","NAIN","1","F",3,29
1996,"5&6","9/18/1996",52,"WET","AR","1","NAIN","1","M",3,29
1996,"5&6","9/18/1996",52,"WET","C","OUT","SOCI","1","U",3,29
1996,"CC","9/18/1996",52,"WET","A","IN","NAIN","1","F",3,29
1996,"CC","9/18/1996",52,"WET","A","OUT","SOFU","1","M",3,29
1996,"CC","9/18/1996",52,"WET","AR","2","MYGA","1","F",3,29
1996,"CC","9/18/1996",52,"WET","CR","1","SOCI","1","U",3,29
1997,"42","7/1/1997",57,"DRY","A","IN","BLBR","1","F",1,1
1997,"42","7/1/1997",57,"DRY","AR","1","BLBR","1","U",1,1
1997,"42","7/1/1997",57,"DRY","AR","2","BLBR","1","U",1,1
1997,"42","7/1/1997",57,"DRY","AR","2","BLBR","1","F",1,1
1997,"42","7/1/1997",57,"DRY","B","MID","PELE","1","F",1,1
1997,"42","7/1/1997",57,"DRY","B","OUT","SOCI","1","U",1,1
1997,"42","7/1/1997",57,"DRY","C","MID","NAIN","1","M",1,1
1997,"42","7/1/1997",57,"DRY","CR","1","BLBR","1","U",1,1
1997,"42","7/1/1997",57,"DRY","CR","2","MYGA","1","M",1,1
1997,"42","7/1/1997",57,"DRY","CR","2","MYGA","1","M",1,1
1997,"45","7/1/1997",57,"DRY","A","IN","BLBR","1","U",1,1
1997,"45","7/1/1997",57,"DRY","A","IN","NAIN","1","F",1,1
1997,"45","7/1/1997",57,"DRY","A","MID","BLBR","1","U",1,1
1997,"45","7/1/1997",57,"DRY","A","OUT","NAIN","1","U",1,1
1997,"45","7/1/1997",57,"DRY","A","OUT","NAIN","1","M",1,1
1997,"45","7/1/1997",57,"DRY","B","OUT","BLBR","1","U",1,1
1997,"45","7/1/1997",57,"DRY","BR","1","BLBR","1","U",1,1
1997,"45","7/1/1997",57,"DRY","BR","1","NAIN","1","M",1,1
1997,"45","7/1/1997",57,"DRY","C","IN","SOCI","1","F",1,1
1997,"45","7/1/1997",57,"DRY","C","OUT","BLBR","1","U",1,1
1997,"45","7/1/1997",57,"DRY","C","OUT","PELE","1","F",1,1
1997,"5&6","7/1/1997",57,"DRY","A","IN","NAIN","1","M",1,1
1997,"5&6","7/1/1997",57,"DRY","A","MID","NAIN","1","U",1,1
1997,"5&6","7/1/1997",57,"DRY","A","MID","SOCI","1","U",1,1
1997,"5&6","7/1/1997",57,"DRY","A","OUT","BLBR","1","U",1,1
1997,"5&6","7/1/1997",57,"DRY","A","OUT","NAIN","1","U",1,1
1997,"5&6","7/1/1997",57,"DRY","A","OUT","NAIN","1","F",1,1
1997,"5&6","7/1/1997",57,"DRY","AR","1","BLBR","1","U",1,1
1997,"5&6","7/1/1997",57,"DRY","AR","1","BLBR","1","U",1,1
1997,"5&6","7/1/1997",57,"DRY","B","IN","MIPE","1","M",1,1
1997,"5&6","7/1/1997",57,"DRY","B","IN","NAIN","1","M",1,1
1997,"5&6","7/1/1997",57,"DRY","B","IN","SOCI","1","M",1,1
1997,"5&6","7/1/1997",57,"DRY","B","MID","NAIN","1","U",1,1
1997,"5&6","7/1/1997",57,"DRY","B","MID","NAIN","1","M",1,1
1997,"5&6","7/1/1997",57,"DRY","B","OUT","BLBR","1","F",1,1
1997,"5&6","7/1/1997",57,"DRY","BR","1","NAIN","1","M",1,1
1997,"CC","7/1/1997",57,"DRY","A","MID","SOCI","1","M",1,1
1997,"CC","7/1/1997",57,"DRY","A","MID","SOHO","1","M",1,1
1997,"CC","7/1/1997",57,"DRY","A","OUT","BLBR","1","U",1,1
1997,"CC","7/1/1997",57,"DRY","A","OUT","SOCI","1","M",1,1
1997,"CC","7/1/1997",57,"DRY","AR","2","BLBR","1","U",1,1
1997,"CC","7/1/1997",57,"DRY","AR","2","PELE","1","M",1,1
1997,"CC","7/1/1997",57,"DRY","B","IN","SOCI","1","U",1,1
1997,"CC","7/1/1997",57,"DRY","B","IN","SOCI","1","M",1,1
1997,"CC","7/1/1997",57,"DRY","BR","1","BLBR","1","U",1,1
1997,"CC","7/1/1997",57,"DRY","BR","1","PELE","1","F",1,1
1997,"CC","7/1/1997",57,"DRY","BR","2","MYGA","1","M",1,1
1997,"CC","7/1/1997",57,"DRY","C","IN","SOCI","1","M",1,1
1997,"CC","7/1/1997",57,"DRY","C","MID","BLBR","1","U",1,1
1997,"CC","7/1/1997",57,"DRY","C","MID","NAIN","1","U",1,1
1997,"CC","7/1/1997",57,"DRY","C","MID","MYGA","1","M",1,1
1997,"42","7/2/1997",54,"DRY","A","IN","SOCI","1","U",1,2
1997,"42","7/2/1997",54,"DRY","AR","1","BLBR","1","F",1,2
1997,"42","7/2/1997",54,"DRY","AR","2","BLBR","1","U",1,2
1997,"42","7/2/1997",54,"DRY","AR","2","SODI","1","U",1,2
1997,"42","7/2/1997",54,"DRY","B","MID","BLBR","1","F",1,2
1997,"42","7/2/1997",54,"DRY","C","MID","MYGA","1","M",1,2
1997,"42","7/2/1997",54,"DRY","C","OUT","BLBR","1","F",1,2
1997,"42","7/2/1997",54,"DRY","CR","1","SOCI","1","M",1,2
1997,"45","7/2/1997",54,"DRY","A","MID","NAIN","1","F",1,2
1997,"45","7/2/1997",54,"DRY","A","OUT","NAIN","1","F",1,2
1997,"45","7/2/1997",54,"DRY","BR","1","SOCI","1","M",1,2
1997,"45","7/2/1997",54,"DRY","C","IN","NAIN","1","F",1,2
1997,"45","7/2/1997",54,"DRY","C","MID","MYGA","1","F",1,2
1997,"45","7/2/1997",54,"DRY","CR","1","NAIN","1","F",1,2
1997,"45","7/2/1997",54,"DRY","CR","2","BLBR","1","M",1,2
1997,"5&6","7/2/1997",54,"DRY","A","IN","NAIN","1","F",1,2
1997,"5&6","7/2/1997",54,"DRY","A","MID","NAIN","1","M",1,2
1997,"5&6","7/2/1997",54,"DRY","AR","1","BLBR","1","F",1,2
1997,"5&6","7/2/1997",54,"DRY","AR","2","PELE","1","M",1,2
1997,"5&6","7/2/1997",54,"DRY","B","MID","PELE","1","F",1,2
1997,"CC","7/2/1997",54,"DRY","A","IN","MYGA","1","M",1,2
1997,"CC","7/2/1997",54,"DRY","A","MID","SOCI","1","U",1,2
1997,"CC","7/2/1997",54,"DRY","A","MID","SOHO","1","U",1,2
1997,"CC","7/2/1997",54,"DRY","B","IN","PELE","1","M",1,2
1997,"CC","7/2/1997",54,"DRY","BR","1","BLBR","1","F",1,2
1997,"CC","7/2/1997",54,"DRY","BR","1","BLBR","1","F",1,2
1997,"CC","7/2/1997",54,"DRY","BR","2","BLBR","1","U",1,2
1997,"CC","7/2/1997",54,"DRY","BR","2","BLBR","1","F",1,2
1997,"CC","7/2/1997",54,"DRY","C","MID","BLBR","1","U",1,2
1997,"CC","7/2/1997",54,"DRY","C","MID","SOCI","1","U",1,2
1997,"CC","7/2/1997",54,"DRY","C","MID","SOCI","1","U",1,2
1997,"CC","7/2/1997",54,"DRY","C","MID","MIPE","1","M",1,2
1997,"CC","7/2/1997",54,"DRY","C","MID","SOCI","1","M",1,2
1997,"42","7/3/1997",60,"WET","A","IN","BLBR","1","F",1,3
1997,"42","7/3/1997",60,"WET","A","IN","MYGA","1","F",1,3
1997,"42","7/3/1997",60,"WET","A","IN","MYGA","1","F",1,3
1997,"42","7/3/1997",60,"WET","A","IN","MYGA","1","M",1,3
1997,"42","7/3/1997",60,"WET","A","MID","NAIN","1","U",1,3
1997,"42","7/3/1997",60,"WET","A","OUT","NAIN","1","U",1,3
1997,"42","7/3/1997",60,"WET","AR","2","BLBR","1","U",1,3
1997,"42","7/3/1997",60,"WET","AR","2","SOCI","1","U",1,3
1997,"42","7/3/1997",60,"WET","B","IN","BLBR","1","U",1,3
1997,"42","7/3/1997",60,"WET","C","IN","MYGA","1","M",1,3
1997,"42","7/3/1997",60,"WET","C","IN","NAIN","1","M",1,3
1997,"42","7/3/1997",60,"WET","CR","1","MYGA","1","F",1,3
1997,"42","7/3/1997",60,"WET","CR","2","SOCI","1","F",1,3
1997,"42","7/3/1997",60,"WET","CR","2","SOHO","1","F",1,3
1997,"45","7/3/1997",60,"WET","AR","1","BLBR","1","U",1,3
1997,"45","7/3/1997",60,"WET","AR","1","PELE","1","M",1,3
1997,"45","7/3/1997",60,"WET","BR","1","NAIN","1","U",1,3
1997,"45","7/3/1997",60,"WET","BR","2","MYGA","1","M",1,3
1997,"45","7/3/1997",60,"WET","C","MID","BLBR","1","U",1,3
1997,"45","7/3/1997",60,"WET","CR","2","SOCI","1","U",1,3
1997,"5&6","7/3/1997",60,"WET","A","IN","BLBR","1","F",1,3
1997,"5&6","7/3/1997",60,"WET","A","OUT","NAIN","1","M",1,3
1997,"5&6","7/3/1997",60,"WET","B","IN","PELE","1","M",1,3
1997,"5&6","7/3/1997",60,"WET","B","MID","BLBR","1","U",1,3
1997,"5&6","7/3/1997",60,"WET","B","MID","BLBR","1","U",1,3
